number;question;kategoria;zestaw;rating;answer;aiAnswer;law
153;"Wentylacja
grawitacyjna";P;MP_Z26;;"</h2>
<ul>
<li><p>nie można łączyć z mech.</p></li>
<li><p>powietrze wchodzi przez nawiewniki w oknach i wytwarza się ciąg
do kominów w górę.</p></li>
<li><p>mniej komfortowa niż mechaniczna z rekuperacją, bo zimniejsze
powietrze wywiewane</p></li>
<li><p>powierzchnia co najmniej 0,016 m2 i wymiar 0,1, rozdział 5
WT</p></li>
</ul></th>";;
154;"pyt
projektowe o posadowienie budynku i metody podbicia fundamentów w
projekcie (bud zabytkowy i nowy)";ZPP;MP_Z26;;</h2></th>;;
155;"drugie
pytanie o strefę rekreacyjną dla mieszkańców w
projekcie";ZPP;MP_Z26;;</h2></th>;;
157;"Kamienica
z mieszkaniami. Jaka kategoria Ppoż. Była jeszcze podana wysokość
budynku i należało odpowiednio zakwalifikować budynek… zl, elementy
oddzielenia ppoż itp. Wszystko z pozarowka co jesteś w stanie wyciągnąć
z takich danych
Rysunek
podłogi i schody zewnętrzne- wrysować warstwy";PŻ;MP_Z27/28;;"<img src=""https://raw.githubusercontent.com/adriansstudia/UB2024-APP/main/images/image41.png"" style=""width:2.40144in;height:1.86465in""/></h2></th>";;
158;"Jaka
podłoga np. Na gruncie, jakie warstwy- hydroizolacje, ocieplenie itp.
Akurat u mnie na schodach się nie skupili a na ścianie
fundamentowej.";P;MP_Z27/28;;</h2></th>;;
159;"Strefa
wejściowa w XÎ kondygnacyjnym budynku mieszkalnym. Narysować i
opisać.";P;MP_Z27/28;;"</h2>
<p>Budynek wysoki - musi być dźwig dla ekip ratowniczych paragraf 253
WT</p>
<p>Trzeba wziąć pod uwagę ppoż</p>
<p>par 246.</p></th>";;
161;"Rysunkowe
, było pzt z budynkiem świetlicy środowiskowej i trzeba było narysować
zjazd z drogi publicznej i dodatkowo jak najwięcej miejsc postojowych w
tym 4 dla np i 2 dla autokarów + śmietnik.";P;WP_Z32;;</h2></th>;;
162;"Zagadnienie
akustyki w budynkach + detal połączenia 3 ścian
szkieletowych.";P;WP_Z32;;"</h2>
<p><a href=""https://www.facebook.com/groups/350678832699240/user/100000626383579/?__cft__%5B0%5D=AZV-UXY8dJ5MbY_7503g2WaKlnkrcwG4jbc8sqzP2IT7cOJnnzhK3ftX4auhWWQ27S5U-I75zhbPTw7vkSLjR6YBlajoiSD40catPkSEzr-TPht6AQtXH980ueUEpJ-JxXxa_9NX5AYytr3lFVD7SIB-7KGWa6eHJS1bgvQ8rz8pjDZbHMXTXikPVbvVPnaNJLI&amp;__tn__=R%5D-R""><u>Agnieszka
Wę</u></a> w pytaniu 2 co ma do siebie detal i ta akustyka?<img src=""https://raw.githubusercontent.com/adriansstudia/UB2024-APP/main/images/image29.png"" style=""width:0.16736in;height:0.16667in""/></p>
<p>chodziło o detal ściany np gk i takie połączenie żeby nie było mostka
akustycznego , czyli trzeba zachować ciągłość, izolacji z wełny
,</p></th>";;
163;"Co
to jest dokumentacja powykonawcza, kto ja sporządza , kiedy potrzebny
jest do niej projektant .";L;WP_Z32;;"</h2>
<p>Dokumentacji budowy – należy przez to rozumieć pozwolenie na budowę
lub zgłoszenie wraz z załączonym projektem budowlanym, dziennik budowy,
protokoły odbiorów częściowych i końcowych, rysunki i opisy służące
realizacji obiektu, dokumenty geodezyjne i książkę obmiarów;</p>
<p>Dokumentacji powykonawczej – należy przez to rozumieć dokumentację
budowy z naniesionymi zmianami dokonanymi w toku wykonywania robót oraz
geodezyjnymi pomiarami powykonawczymi;</p>
<p>Kiedy</p></th>";;
165;"W
celu określenia wymagań ppoż. Do jakiej grupy zaliczyć 4 piętrowa
kamienicę mieszkalną gdzie wysokość każdej kondyg ma 3.5 metra netto, a
całkowita wysokość wynosi 15,6m";PŻ;LE_Z28;;"</h2>
<p><a href=""https://www.facebook.com/groups/350678832699240/user/100006069123138/?__cft__%5B0%5D=AZUmIC7ptDbCIouRBbJ_3-9qFrDyi7AYTZBPSDP1wYtIK3wKY8WPZ35OmQW55XQuB6scw-0EJMWD9NbummJ2tCeM7-PpuOpCt0juTl_andukj9iVMQusOejw1lN9SddNYWtLz7Z0_XhrapbGOtNzuYHmS-FEEejcASKxS2tT95wh8OyUE-4Dq1b4Pf8NythdUlo&amp;__tn__=R%5D-R""><u>Michał
Kalbarczyk</u></a> czy w pytaniu pierwszym wystarczyło odpowiedzieć o
kat. zagrożenia ludzi ZL IV, budynek mieszkalny, a więc niski więc
wymagana klasa odporności to ""D""? Czy opowiadałeś jeszcze o dalszych
wymaganiach jakie to pociąga za sobą?</p>
<p><a href=""https://www.facebook.com/groups/350678832699240/user/100001777481600/?__cft__%5B0%5D=AZUmIC7ptDbCIouRBbJ_3-9qFrDyi7AYTZBPSDP1wYtIK3wKY8WPZ35OmQW55XQuB6scw-0EJMWD9NbummJ2tCeM7-PpuOpCt0juTl_andukj9iVMQusOejw1lN9SddNYWtLz7Z0_XhrapbGOtNzuYHmS-FEEejcASKxS2tT95wh8OyUE-4Dq1b4Pf8NythdUlo&amp;__tn__=R%5D-R""><u>Karolina
Piaścik</u></a> tylko tyle i prowadzący powiedział, że przechodzimy do
następnego pytania.</p></th>";;
166;"Przekrój
przez wejście i schody wejściowe. Uzupełnić o warstwy, elementy i
wymiary";P;LE_Z28;;</h2></th>;;
167;"Naszkicuj
strefę wejściową do IX kondyg. budynku wielorodzinnego.";P;LE_Z28;;"</h2>
<p><a href=""https://www.facebook.com/groups/350678832699240/user/100000175708737/?__cft__%5B0%5D=AZUmIC7ptDbCIouRBbJ_3-9qFrDyi7AYTZBPSDP1wYtIK3wKY8WPZ35OmQW55XQuB6scw-0EJMWD9NbummJ2tCeM7-PpuOpCt0juTl_andukj9iVMQusOejw1lN9SddNYWtLz7Z0_XhrapbGOtNzuYHmS-FEEejcASKxS2tT95wh8OyUE-4Dq1b4Pf8NythdUlo&amp;__tn__=R%5D-R""><u>Dawid
Krawczyk</u></a> naszkicowałem coś takiego, opisałem wszystkie wymiary I
tyle.</p>
<blockquote>
<p><img src=""https://raw.githubusercontent.com/adriansstudia/UB2024-APP/main/images/image6.png"" style=""width:2.375in;height:1.41667in""/></p>
</blockquote>
<p><a href=""https://www.facebook.com/groups/350678832699240/user/100000175708737/?__cft__%5B0%5D=AZUmIC7ptDbCIouRBbJ_3-9qFrDyi7AYTZBPSDP1wYtIK3wKY8WPZ35OmQW55XQuB6scw-0EJMWD9NbummJ2tCeM7-PpuOpCt0juTl_andukj9iVMQusOejw1lN9SddNYWtLz7Z0_XhrapbGOtNzuYHmS-FEEejcASKxS2tT95wh8OyUE-4Dq1b4Pf8NythdUlo&amp;__tn__=R%5D-R""><u>Dawid
Krawczyk</u></a></p>
<p><a href=""https://www.facebook.com/groups/350678832699240/user/100006069123138/?__cft__%5B0%5D=AZUmIC7ptDbCIouRBbJ_3-9qFrDyi7AYTZBPSDP1wYtIK3wKY8WPZ35OmQW55XQuB6scw-0EJMWD9NbummJ2tCeM7-PpuOpCt0juTl_andukj9iVMQusOejw1lN9SddNYWtLz7Z0_XhrapbGOtNzuYHmS-FEEejcASKxS2tT95wh8OyUE-4Dq1b4Pf8NythdUlo&amp;__tn__=R%5D-R""><u>Michał
Kalbarczyk</u></a> czyli chodziło głównie od drzwi zewnętrznych na
zewnątrz, zastanawiałem się właśnie czy też o klatkę schodowa. Dzięki
<img src=""https://raw.githubusercontent.com/adriansstudia/UB2024-APP/main/images/image40.png"" style=""width:0.16736in;height:0.16667in""/></p></th>";;
168;"Pytanie
o praktykę projektową - głównie sam opowiadałem, zapytali kilka
rzeczy.";ZPP;LE_Z28;;</h2></th>;;
169;"Proszę
opowiedzieć o praktyce na budowie. Budowa przejścia granicznego - działo
się, więc było o czym opowiadać.";ZPB;LE_Z28;;</h2></th>;;
171;"dany
rysunek-rzut działki przy drodze wojewódzkiej, na której stoi budynek
""świetlicy wiejskiej"" - zadanie: zaprojektuj zjazd z drogi oraz oblicz
chłonność zakropkowanego terenu pod kątem parkingowym - zaprojektuj
parking na maksymalną liczbę samochodów osobowych, dwa autokary oraz 4
miejsca dla niepełnosprawnych. Oraz śmietnik. Działka w kształcie
jakiegoś koślawego trapezu z wypustkami, w ostrej granicy w rogu działki
budynek mieszkalno-magazynowy sąsiada. Skala tak na oko
1:500.
projekt
parkingu na kawałku 7x7cm, na który po prostu jest za mało czasu. Chyba
że ktoś w wolnych chwilach trenuje wrysowywanie parkingów w dziwne
lokalizacje, zamiast sudoku.";P;MZ_Z32;;</h2></th>;;
172;"Pytanie
o dokumentację powykonawczą - co to, kto sporządza - ważne, żeby dodać
żę to nie tylko ""rysunki"", ale też pozostałe - protokoły, odbioru
itp.";L;MZ_Z32;;</h2></th>;;
173;"akustyka
ścian działowych - omów na przykładzie ścian szkieletowych, narysuj
połączenie dwóch ścian o rzucie w kształcie ""T"" - czyli podwójna płyta
g-k, w środku wełna, konstrukcja oddylatowana
taśmami.";P;MZ_Z32;;</h2></th>;;
174;"Praktyka
projektowa: omówić zagadnienia garażu podziemnego od strony ppoż - w
garażu były platformy parkingowe 'klausy'";ZPP;MZ_Z32;;</h2></th>;;
175;"Praktyka
budowlana: omówić wykonanie schodów - czyli po kolei: wytrasowanie
geodezyjne ścian klatki, szalunki, zbrojenie, odbioru zbrojenia,
wylewanie itd itp. Haczykiem było to, czy coś z tych ścian ""wystaje"" -
odgięte zbrojenie do spoczników na przykład.";ZPB;MZ_Z32;;"</h2>
<p><img src=""https://raw.githubusercontent.com/adriansstudia/UB2024-APP/main/images/image15.png"" style=""width:2.33547in;height:0.52347in""/></p></th>";;
177;"Do
jakich opracowań. Służą wt w sprawie dróg publicznych (Do jakich
opracowań ma zastosowanie rozporządzenie dot.warunków technicznych jakim
mają odpowiadać drogi publiczne?)";L;Z35;;"</h2>
<p>W tym. 1 to że do projektowania dróg publicznych wraz ze
skrzyżowaniami, węzłami itd. Czy jeszcze coś trzeba powiedzieć?</p>
<p>A przy zbiornikach trzeba powiedzieć wszystkie odległości jak w
WT?</p>
<p><a href=""https://www.facebook.com/groups/350678832699240/user/100063757294459/?__cft__%5B0%5D=AZXfyWQ2W_jv8yXfrfX9mL0OgWU5rKFYELoUub20BRhen9aeN08ZOJW7qzlDIN8BpR0YIoEwXd7xdM4xJo4OIkQbuLvkEs-488Rbn8_Zyt-rJWRnu-nCWtC2QJkvvR5dnpsZ28W1VAQMT8t6dsNtCiIf4d7vXGd5qxDY4K4xIP2Y7wRm5057yZ2HzBgTBiS-v50&amp;__tn__=R%5D-R""><u>Kasia
Smolińska</u></a> na początku ustawy jest napisane. Na drugiej stronie
bodajże. Plus pytania dodatkowe od komisji jak architekt tej ustawy
powinien używać to ja mówiłam że pochylnie, chodniki ,wjazdy przed
budynkiem itp.</p></th>";;
178;"rzut
z ZL IV i zl V i oznaczyć ściany oddzielenia ppoż. Hydrant dn25 i klasę
odporności drzwi i klasę ścian między lokalami. Budynek w klasie B. (Był
rozrysowany rzut budynku z częścią usługowa i z częścią mieszkalna, w
klasie B i trzeba było nanieść odporności pożarowe przegród i zaznaczyć
hydrant.)";PŻ;Z35;;"</h2>
<p><a href=""https://www.facebook.com/groups/350678832699240/user/100070134691509/?__cft__%5B0%5D=AZXfyWQ2W_jv8yXfrfX9mL0OgWU5rKFYELoUub20BRhen9aeN08ZOJW7qzlDIN8BpR0YIoEwXd7xdM4xJo4OIkQbuLvkEs-488Rbn8_Zyt-rJWRnu-nCWtC2QJkvvR5dnpsZ28W1VAQMT8t6dsNtCiIf4d7vXGd5qxDY4K4xIP2Y7wRm5057yZ2HzBgTBiS-v50&amp;__tn__=R%5D-R""><u>Paulina
Lewińska</u></a> sorki ze Cie tak męcze a w 2 pyt. To były dwa oddzielne
budynki czy jeden przy drugim? Ten hydrant to tylko w ZL V? A o co
chodzi z tymi ścianami między lokalowymi? Między mieszkaniem a kom.
ogólną? To były wysokie budynki?</p>
<p>Był jeden połączony budynek z jedną klatka schodowa. Ścianę
oddzielenia łatwo zlokalizować bo jest podwójna ściana z dylatacja.
Jeśli chodzi i ściany między lokalowe to też łatwo jak sprawdzicie w WT
wymagania dla budynków w klasie B to ściany wewnętrzne mają mieć
EI30</p>
<p><a href=""https://www.facebook.com/groups/350678832699240/user/100063757294459/?__cft__%5B0%5D=AZXfyWQ2W_jv8yXfrfX9mL0OgWU5rKFYELoUub20BRhen9aeN08ZOJW7qzlDIN8BpR0YIoEwXd7xdM4xJo4OIkQbuLvkEs-488Rbn8_Zyt-rJWRnu-nCWtC2QJkvvR5dnpsZ28W1VAQMT8t6dsNtCiIf4d7vXGd5qxDY4K4xIP2Y7wRm5057yZ2HzBgTBiS-v50&amp;__tn__=R%5D-R""><u>Kasia
Smolińska</u></a> hydrant zlokalizowałem przy samej klatce schodowej bo
to był rzut piętra a klatka schodowa łączyła ZL IV i ZL V była
wspólna</p>
<p>To co w kółka h trzeba było zaznaczyć opisać</p>
<blockquote>
<p><img src=""https://raw.githubusercontent.com/adriansstudia/UB2024-APP/main/images/image38.png"" style=""width:2.29235in;height:3.06652in""/></p>
</blockquote></th>";;
179;"zbiorniki
na gaz lokalizacja na działce ( podziemne i naziemne) (Instalacja gazowa
i zbiorniki gazowe - odległości)";L;Z35;;"</h2>
<p><a href=""https://www.facebook.com/groups/350678832699240/user/100063757294459/?__cft__%5B0%5D=AZXfyWQ2W_jv8yXfrfX9mL0OgWU5rKFYELoUub20BRhen9aeN08ZOJW7qzlDIN8BpR0YIoEwXd7xdM4xJo4OIkQbuLvkEs-488Rbn8_Zyt-rJWRnu-nCWtC2QJkvvR5dnpsZ28W1VAQMT8t6dsNtCiIf4d7vXGd5qxDY4K4xIP2Y7wRm5057yZ2HzBgTBiS-v50&amp;__tn__=R%5D-R""><u>Kasia
Smolińska</u></a> jeśli chodzi o zbiorniki to przede wszystkim trzeba
pamiętać że chodzi o zbiorniki na gaz płynny</p>
<p>Ja pomieszałam i zaczęłam gadać o kurkach i gazie ziemnym z miejskiej
sieci . I komisja mnie naprostować to akurat pamiętałam odległości
zbiorników naziemnych i podziemnych bo buduje dom i muszę mieć
instalację gazową a sieci brak. Więc wybrałam tym plus powiedziałam że
inne odległości są podane w tabeli w paragrafie 175 wT i już nie
dopytywali. Uznali tę odpowiedź za połowiczna bo na początku mi się
pomieszały rodzaje gazu</p></th>";;
180;"omówić
konstrukcję budynku- praktyka projektowa";ZPP;Z35;;</h2></th>;;
181;"wymienić
wszystkie dokumenty które mają być na budowie. Chodziło o dziennik
projekty itp ale najbardziej chodziło o protokoły certyfikaty np .
Protokół z inwentaryzacji powykonawczej geodezyjnej
przyłączy";ZPB;Z35;;</h2></th>;;
182;"Pyt.
Komisji - dlaczego na rysunku pzt muszą być zaznaczone granice
działki?";ZPP;Z35;;</h2></th>;;
183;"Pyt.
Komisji - czy projekt techniczny na budowie musi być na budowie w wersji
papierowej?";ZPB;Z35;;"</h2>
<p>zacytowałam rozporządzenie w sprawie zakresu i formy że może być w
innej formie niż budowlany i że nie jest nigdzie napisane że nie może
być w wersji elektronicznej</p>
<p>5a mówi jedynie że projekt techniczny może być w innej formie niż
reszta projektu budowlanego. Ale nie jest odpowiedź czy musi być on w
wersji pisemnej na budowie …</p></th>";;
185;"Omów
nasłonecznienie mieszkań, uzupełniając szkicami.";P;WP_Z36;;"</h2>
<p><a href=""https://www.facebook.com/groups/350678832699240/user/100003229882265/?__cft__%5B0%5D=AZV-UXY8dJ5MbY_7503g2WaKlnkrcwG4jbc8sqzP2IT7cOJnnzhK3ftX4auhWWQ27S5U-I75zhbPTw7vkSLjR6YBlajoiSD40catPkSEzr-TPht6AQtXH980ueUEpJ-JxXxa_9NX5AYytr3lFVD7SIB-7KGWa6eHJS1bgvQ8rz8pjDZbHMXTXikPVbvVPnaNJLI&amp;__tn__=R%5D-R""><u>Ula
Maska</u></a> na to 1 to jakie szkice zrobiłaś, mówiłaś o linijce
słońca? Rozumiem ze powiedzialas o czasie nasłonecznienia czy coś
dodatkowo?</p>
<p><a href=""https://www.facebook.com/groups/350678832699240/user/100063757294459/?__cft__%5B0%5D=AZV-UXY8dJ5MbY_7503g2WaKlnkrcwG4jbc8sqzP2IT7cOJnnzhK3ftX4auhWWQ27S5U-I75zhbPTw7vkSLjR6YBlajoiSD40catPkSEzr-TPht6AQtXH980ueUEpJ-JxXxa_9NX5AYytr3lFVD7SIB-7KGWa6eHJS1bgvQ8rz8pjDZbHMXTXikPVbvVPnaNJLI&amp;__tn__=R%5D-R""><u>Kasia
Smolińska</u></a> linijka słońca, wytłumaczyć co jest czym i dodatkowo
naszkicowałam rzut dwóch budynków z zaznaczeniem okna i wykreśleniem
cienia drugiego budynku. Dwa takie szkice, na jednym cień na oknie, na
drugim poza. I wytłumaczenie że takie rysunki dla każdej godziny, lub
częściej jeśli jest potrzeba, i co najmniej 3 godz musi być okno bez
cienia. Każdy kto choć raz robił taką analizę beż problemu sobie poradzi
<img src=""https://raw.githubusercontent.com/adriansstudia/UB2024-APP/main/images/image40.png"" style=""width:0.16736in;height:0.16667in""/></p></th>";;
186;"Zadanie
rysunkowe: był rzut i przekrój budynku A, należało na działce sąsiedniej
narysować budynek o wys. 13 cm odpowiedniej odległości, aby nie
przesłaniały budynku A. Oczywiście wszystko omówić i na jakiej podstawie
prawnej.";P;WP_Z36;;</h2></th>;;
187;"Co zawiera raport
środowiskowy.";L;WP_Z36;;"</h2>
<p><a href=""https://www.facebook.com/groups/350678832699240/user/100003229882265/?__cft__%5B0%5D=AZV-UXY8dJ5MbY_7503g2WaKlnkrcwG4jbc8sqzP2IT7cOJnnzhK3ftX4auhWWQ27S5U-I75zhbPTw7vkSLjR6YBlajoiSD40catPkSEzr-TPht6AQtXH980ueUEpJ-JxXxa_9NX5AYytr3lFVD7SIB-7KGWa6eHJS1bgvQ8rz8pjDZbHMXTXikPVbvVPnaNJLI&amp;__tn__=R%5D-R""><u>Ula
Masak</u></a> w 3 pytaniu mówiłaś o raporcie oddziaływania
przedsięwzięcia na środowisko? <a href=""https://www.facebook.com/groups/350678832699240/user/100000915794428/?__cft__%5B0%5D=AZV-UXY8dJ5MbY_7503g2WaKlnkrcwG4jbc8sqzP2IT7cOJnnzhK3ftX4auhWWQ27S5U-I75zhbPTw7vkSLjR6YBlajoiSD40catPkSEzr-TPht6AQtXH980ueUEpJ-JxXxa_9NX5AYytr3lFVD7SIB-7KGWa6eHJS1bgvQ8rz8pjDZbHMXTXikPVbvVPnaNJLI&amp;__tn__=R%5D-R""><u>Katarzyna
Płaczek</u></a> tak, art 66 ustawy o udostępnianiu informacji o
środowisku</p></th>";;
189;"Omówić
zakres prac projektowych oraz opisać niezbędne dokumenty będące podstawą
do wykonania proj. budowlanego budynku motelu o pow. użytkowej 1200m2
zlokalizowanego na obszarze nie objętym MPZP przy ogólnodostępnej drodze
krajowej.";P;MZ_Z36(P+K);;"</h2>
<p><a href=""https://www.facebook.com/groups/350678832699240/user/100015874743579/?__cft__%5B0%5D=AZWDhFnDFzSHSUuoKZYfqZ-cvN4m5ojhYQQSRfSA3pcK8toyUcvGqppNhQ7787DeM3tGaPdLF5frxBrNOkK2TnKybssk-2zx0YYU-WvLNDB8w_eND7M0XKM2El-woDuADtdkZ3yVqWvq8JHe3G2lQBpZumr5t2oVwIJGMLTJsJ2PL_tHLVVn9ANUbPOi3WAU_W4&amp;__tn__=R%5D-R""><u>Jolanta
Urban</u></a> jak odpowiedziałaś na pytanie nr 1? podawałaś ogólniki
potrzebne do pb czy wchodziłaś w jakieś szczegóły?</p>
<p><a href=""https://www.facebook.com/groups/350678832699240/user/100015874743579/?__cft__%5B0%5D=AZWDhFnDFzSHSUuoKZYfqZ-cvN4m5ojhYQQSRfSA3pcK8toyUcvGqppNhQ7787DeM3tGaPdLF5frxBrNOkK2TnKybssk-2zx0YYU-WvLNDB8w_eND7M0XKM2El-woDuADtdkZ3yVqWvq8JHe3G2lQBpZumr5t2oVwIJGMLTJsJ2PL_tHLVVn9ANUbPOi3WAU_W4&amp;__tn__=R%5D-R""><u>Jolanta
Urban</u></a></p>
<p>Chodziło im najbardziej o decyzję o lokalizacji celu publicznego.</p>
<p><a href=""https://www.facebook.com/groups/350678832699240/user/100001777481600/?__cft__%5B0%5D=AZWDhFnDFzSHSUuoKZYfqZ-cvN4m5ojhYQQSRfSA3pcK8toyUcvGqppNhQ7787DeM3tGaPdLF5frxBrNOkK2TnKybssk-2zx0YYU-WvLNDB8w_eND7M0XKM2El-woDuADtdkZ3yVqWvq8JHe3G2lQBpZumr5t2oVwIJGMLTJsJ2PL_tHLVVn9ANUbPOi3WAU_W4&amp;__tn__=R%5D-R""><u>Karolina
Piaścik</u></a></p>
<p>przepraszam, może to głupie pytanie, ale po czym wnieść, że na budowę
motelu wymagana jest decyzja o lokalizacji celu publicznego?</p></th>";;
190;"Czym
charakteryzują się drzwi ppoż. ? Jakim symbolem są oznaczone. Wyjaśnić
co oznaczają te symbole.(pytali również o materiały, z czego wykonane i
jakie muszą mieć parametry, cechy np. szkło)";PŻ;MZ_Z36(P+K);;"</h2>
<p>Litera „E” określa szczelność ogniową w czasie, w ciągu którego
płomienie nie mogą objąć drzwi na dłużej niż 10 sekund.</p>
<p>Litera „I” oznacza izolacyjność ogniową, wyrażoną w minutach. W ciągu
danego czasu nieogrzewana strona nie może osiągnąć temperatury wyższej
niż 140 stopni.</p>
<p>S - dymoszczelność - ile minut</p>
<p>To szkło wielowarstwowe, w którym tafle szkła typu float połączone są
przez warstwy pośrednie, wykonane z masy żelowej posiadającej
właściwości zwiększania objętości pod wpływem wysokiej temperatury.
Podczas pożaru (przy temperaturze 120°C) warstwy te ekspandują, tworząc
twardą, przezroczystą powłokę stanowiącą czasowe zabezpieczenie przed
pożarem.</p></th>";;
191;"Nazwać
wskazany strzałką element więźby dachowej i omówić jego znaczenie.
(zabytkowa zabudowa drewniana Podhala)";P;MZ_Z36(P+K);;"</h2>
<p>Czy pamiętasz może jaki to był element? Typowy element konstrukcyjny
więźby czy coś charakterystycznego dla regionu?</p>
<p>Autor</p>
<p>Jak znajdę podeślę zdjęcie. Niestety nie udało mi się zrobić zbyt
wyraźnie. <a href=""https://www.facebook.com/groups/350678832699240/user/100015874743579/?__cft__%5B0%5D=AZWDhFnDFzSHSUuoKZYfqZ-cvN4m5ojhYQQSRfSA3pcK8toyUcvGqppNhQ7787DeM3tGaPdLF5frxBrNOkK2TnKybssk-2zx0YYU-WvLNDB8w_eND7M0XKM2El-woDuADtdkZ3yVqWvq8JHe3G2lQBpZumr5t2oVwIJGMLTJsJ2PL_tHLVVn9ANUbPOi3WAU_W4&amp;__tn__=R%5D-R""><u>Jolanta
Urban</u></a></p>
<p>Chętnie się dowiem co jest wskazane tą strzałką. <a href=""https://www.facebook.com/groups/350678832699240/user/100015874743579/?__cft__%5B0%5D=AZWDhFnDFzSHSUuoKZYfqZ-cvN4m5ojhYQQSRfSA3pcK8toyUcvGqppNhQ7787DeM3tGaPdLF5frxBrNOkK2TnKybssk-2zx0YYU-WvLNDB8w_eND7M0XKM2El-woDuADtdkZ3yVqWvq8JHe3G2lQBpZumr5t2oVwIJGMLTJsJ2PL_tHLVVn9ANUbPOi3WAU_W4&amp;__tn__=R%5D-R""><u>Jolanta
Urban</u></a></p>
<p>I jaka jest funkcja(zadanie) tego elementu. <a href=""https://www.facebook.com/groups/350678832699240/user/100015759738472/?__cft__%5B0%5D=AZWDhFnDFzSHSUuoKZYfqZ-cvN4m5ojhYQQSRfSA3pcK8toyUcvGqppNhQ7787DeM3tGaPdLF5frxBrNOkK2TnKybssk-2zx0YYU-WvLNDB8w_eND7M0XKM2El-woDuADtdkZ3yVqWvq8JHe3G2lQBpZumr5t2oVwIJGMLTJsJ2PL_tHLVVn9ANUbPOi3WAU_W4&amp;__tn__=R%5D-R""><u>Ania
Ova</u></a></p>
<p>Dzięki bardzo. Przepustnica/ przesuwna, która zabezpiecza końcówkę
krokwi z gniazdem przed zamakaniem/ gniciem i łagodzi kąt nachylenia
dachu? Cieniutki ten element ale to chyba będzie to.</p></th>";;
192;".Z
projektowej jaki zakres prac miał architekt przy ogromnym projekcie: w
proj. elewacji(czy mógł dobrać kolorystykę) , jaki wpływ miał na dobór
materiałów , odpowiedzialność zawodowa przy dużych obiektach, ogólne
pytania o budynki ze zdjęcia projektu z lotu ptaka.";ZPP;MZ_Z36(P+K);;"</h2>
<p>Typu a co to a co to. <img src=""https://raw.githubusercontent.com/adriansstudia/UB2024-APP/main/images/image40.png"" style=""width:0.16736in;height:0.16667in""/>i dlaczego nie pasuje do
reszty.</p></th>";;
193;"Budowlana
omówić od podstaw wykonanie płyty fundamentowej. Jak mocuje się do niej
ściany. Jakie wady jakie zalety. Technologie pokrewne do budownictwa
szkieletowego czy są mi znane. Pytali o konkretne.";ZPB;MZ_Z36(P+K);;</h2></th>;;
195;"Wrysować
w zabudowę przedwojenną mieszkania jedno dwu-pokojowe z kuchnią i wc
dostępnym z klatki schodowej";P;D_Z41;;"</h2>
<h2 id=""section-3""><img src=""https://raw.githubusercontent.com/adriansstudia/UB2024-APP/main/images/image42.png"" style=""width:1.59167in;height:2.11736in""/></h2></th>";;
196;"Odwodnienie
tarasu i dachu narysować i opisać";P;D_Z41;;</h2></th>;;
197;"łaszcz
termiczny budynku, Współczynnik przenikania ciepła U dla ścian, dachu,
podłogi.";P;D_Z41;;"</h2>
<p>Chodziło o odpowieďnią grubosc izolacji itermicznej, współczynniki
przenikania ciepła dla przegród , ciągłość izolacji, niskie zużycie
energii na ogrzewanie oraz odpowiednie zaprojektowanie detali w miejscu
możliwych mostków termicznych</p>
<p><a href=""https://www.facebook.com/groups/350678832699240/user/100063757294459/?__cft__%5B0%5D=AZVShebLC55JdoU8Et5riUNJJ95ZqrZOG29EfA4YuJHDGdgB0iWqJ0-TIRAQ3Ivw13ntagXF00s8yo8VAiW2Y2kZHp0ZaAX6lfZlLRJshu4rGXn5yxHY5Kpx-7f--ZQCBwJWiqcyy_viZ2h7Gq0RY2LZxoSTGRZMnnZo8Uo7S8BJkBwpD_EMED3JiVJIpvIc2cQ&amp;__tn__=R%5D-R""><u>Kasia
Smolińska</u></a> w wlkp płaszcz termiczny to po prostu przegrody
zewnętrzne budynku</p></th>";;
198;"Na
jakiej podstawie i jak przyjęta odporność pożarowa budynku PM z
projektu";ZPP;D_Z41;;</h2></th>;;
199;"Montaż płyt
warstwowych, narysować i omówić";ZPB;D_Z41;;</h2></th>;;
201;"Budynek
wys. 9m z częścią biurowa i magazynowa. Wskazać na podanym rysunku
ścianę oddzielenia ppoż i podać jej parametr. Cześć biurowa pow. 600m2,
Q500 , część magazynowa Q&lt;=500";PŻ;LE_Z42;;</h2></th>;;
202;"Podać
zamierzenia budowlane, które nie wymagają określenia lokalizacji
inwestycji celu publicznego, wz lub mpzp Karolina
Piaścik cel publiczny wyciągnęłam z
rozporządzenia- remont, montaż, przebudowa bez zmiany formy arch,
zagospodarowania i bez zmiany na środowisko; a wy jak jest
mpzp";L;LE_Z42;;</h2></th>;;
203;"Narysować
rozdzielnia kelnerska z pełnym zapleczem kuchennym z oznaczeniem drogi
czystej i brudnej.";P;LE_Z42;;</h2></th>;;
204;"Projektowa-
omówić cały ppoż w budynku i zadawali pytania do tego co mówiłam; jak
zrobić analizę zacieniania";ZPP;LE_Z42;;</h2></th>;;
205;"Budowa-
omówić co robiłam na budowie i zadawali pytania szczegółowe do tego co
mówiłam";ZPB;LE_Z42;;</h2></th>;;
