number,numberP,question,kategoria,zestaw,rating,answer,aiAnswer,law
,,dokumenty przy badaniu gruntu przed posadowieniem i po stabilizacji,zL,,,,,
,,Dokumenty do pozwolenia na użytkowanie oraz nieistotne zmiany,zL,,,"<p>Art. 57. 1. Do zawiadomienia o zakończeniu budowy obiektu budowlanego lub wniosku o udzielenie pozwolenia na użytkowanie inwestor jest obowiązany dołączyć:</p><p>1) oryginał dziennika budowy;</p><p>2) oświadczenie kierownika budowy: a) o zgodności wykonania obiektu budowlanego z projektem budowlanym i lub warunkami pozwolenia na budowę oraz przepisami,</p><p>b) o doprowadzeniu do należytego stanu i porządku terenu budowy, a także - w razie korzystania - drogi, ulicy, sąsiedniej nieruchomości, budynku lub lokalu;</p><p>3) oświadczenie o właściwym zagospodarowaniu terenów przyległych, jeżeli eksploatacja wybudowanego obiektu jest uzależniona od ich odpowiedniego zagospodarowania;</p><p>4) protokoły badań i sprawdzeń;</p><p>5) dokumentację geodezyjną, zawierającą wyniki geodezyjnej inwentaryzacji podwykonawczej oraz informację o zgodności usytuowania obiektu budowlanego z projektem zagospodarowania działki lub terenu lub odstępstwach od tego projektu, sporządzoną przez osobę wykonującą samodzielne funkcje w dziedzinie geodezji i kartografii oraz posiadającą odpowiednie uprawnienia zawodowe;</p><p>6) potwierdzenie, zgodnie z odrębnymi przepisami, odbioru wykonanych przyłączy;</p><p>7) (uchylony);</p><p>8) w przypadku drogi w transeuropejskiej sieci drogowej:</p><p>a) wynik audytu bezpieczeństwa ruchu drogowego, o którym mowa w art. 24l ust. 1 ustawy z dnia 21 marca 1985 r. o drogach publicznych,</p><p>b) uzasadnienie zarządcy drogi, o którym mowa w art. 24l ust. 4 ustawy z dnia 21 marca 1985 r. o drogach publicznych.</p>",,
,,działania nadzoru przy zgłoszeniu np estetyki budynku,zL,,,"<p>Kto nie spełnia, określonego w art. 61, obowiązku utrzymania obiektu budowlanego  w należytym stanie technicznym, użytkuje obiekt w sposób niezgodny z przepisami lub nie zapewnia bezpieczeństwa użytkowania obiektu budowlanego, podlega grzywnie nie mniejszej niż 100 stawek dziennych, karze ograniczenia wolności albo pozbawienia wolności do roku.</p><p>- Art. 93. Kto:</p><p>Art. 66. 1. W przypadku stwierdzenia, że obiekt budowlany:</p><p>4) powoduje swym wyglądem oszpecenie otoczenia</p><p>- właściwy organ nakazuje, w drodze decyzji, usunięcie stwierdzonych nieprawidłowości, określając termin wykonania tego obowiązku.</p>",,
,,Etapy przy wydaniu odstępstwa od warunków technicznych pozwolenia na budowe – czy cos takiego,zL,,,"<p>Inwestor, przez uzyskaniem pozwolenia na budowę może ubiegać się o zgodę na odstępstwo od obowiązujących przepisów techniczno-budowlanych. W przypadku, gdy załączona do wniosku o pozwolenie na budowę dokumentacja projektowa nie została sporządzona zgodnie z obowiązującymi przepisami, to projektant, a także sprawdzający projekt nie powinni załączać do wniosku oświadczenia o sporządzeniu projektu zgodnie z obowiązującymi przepisami oraz zasadami wiedzy technicznej.</p><p>2. Roboty budowlane, które wymagają decyzji o pozwoleniu na budowę, prowadzi się w oparciu o zatwierdzony projekt budowlany. Obiekt budowlany, wraz z związanymi z nim urządzeniami budowlanymi, należy zaprojektować w sposób określony w przepisach techniczno-budowlanych. Do przepisów techniczno-budowlanych zalicza się w warunki techniczne, jakim powinny odpowiadać obiekty budowlane i ich usytuowanie. Dla budynków oraz związanych z nimi urządzeń, warunki określone są w rozporządzeniach wydawanych przez Ministra Infrastruktury i Rozwoju (jako ministra właściwego do spraw budownictwa, gospodarki przestrzennej i mieszkaniowej), albo w przypadku innych obiektów budowlanych przez właściwych ministrów w uzgodnieniu z wyżej wymienionym ministrem.</p><p>3. Zgodnie z art. 9 ust. 1 ustawy z dnia 7 lipca 1994 r. Prawo budowlane w szczególnie uzasadnionych przypadkach istnieje możliwość odstąpienia od obowiązujących przepisów techniczno-budowlanych. Odstępstwo to nie może powodować zagrożenia życia ludzi oraz mienia, a także ograniczenia dostępu osób niepełnosprawnych do obiektów użyteczności publicznej oraz obiektów budownictwa mieszkalnego wielorodzinnego. Ponadto nie powinno ono pogorszyć warunków zdrowotno-sanitarnych, użytkowych oraz stanu środowiska. Odstępstwo od obowiązujących przepisów techniczno-budowlanych jest możliwe po spełnieniu określonych warunków zamiennych. Organ wydający pozwolenie na budowę składa do ministra, który ustanowił odpowiednie przepisy techniczno-budowlane, wniosek w sprawie nadania upoważnienia do udzielenia zgody na odstępstwo. Jedną z przesłanek do złożenia wniosku przez organ administracji architektoniczno-budowlanej może być wcześniejsze wystąpienie inwestora do tego organu z wnioskiem w tej sprawie.</p><p>4. Przedmiotowy wniosek należy złożyć przed wydaniem decyzji o pozwoleniu na budowę. W praktyce, częstokroć organy administracji architektoniczno-budowlanej dopuszczają możliwość złożenia wniosku o udzielenie zgody na odstępstwo przez złożeniem wniosku o pozwolenie na budowę. Wniosek w sprawie upoważnienia do udzielenia zgody na odstępstwo powinien zawierać:</p><p>charakterystykę obiektu oraz, w miarę potrzeby projekt zagospodarowania działki lub terenu (jeżeli odstępstwo mogłoby mieć wpływ na środowisko lub nieruchomości sąsiednie wymagane mogą być projekty zagospodarowania tych terenów, z uwzględnieniem istniejącej i projektowanej zabudowy);</p><p>szczegółowe uzasadnienie konieczności wprowadzenia odstępstwa;</p><p>propozycje rozwiązań zamiennych;</p><p>pozytywną opinię wojewódzkiego konserwatora zabytków w odniesieniu do obiektów budowlanych wpisanych do rejestru zabytków oraz innych obiektów budowlanych usytuowanych na obszarach objętych ochroną konserwatorską;</p><p>pozytywne opinie innych zainteresowanych organów – w zależności od potrzeb.</p><p>Minister, który ustanowił właściwe przepisy techniczno-budowlane, może uzależnić upoważnienie do wydania zgody na odstępstwo od spełnienia dodatkowych warunków. Właściwy organ administracji architektoniczno-budowlanej, po uzyskaniu upoważnienia ministra, udziela bądź odmawia zgody na odstępstwo w drodze postanowienia.</p><p>Rezultat procedury</p><p>1. Minister, który ustanowił przepisy techniczno-budowlane wydaje upoważnienie do wyrażenia zgody odstępstwo od obowiązujących przepisów techniczno-budowlanych. Na podstawie tego upoważnienia właściwy organ administracji architektoniczno-budowlanej w drodze postanowienia może udzielić, bądź odmówić zgody na odstępstwo od obowiązujących przepisów techniczno-budowlanych.</p><p>2. Przepisy nie przewidują możliwości odwołania od upoważnienia wydanego przez właściwego ministra, który ustanowił przepisy techniczno-budowlane, a także od postanowienia o zgodzie lub odmowie zgody na odstępstwo od obowiązujących przepisów techniczno-budowlanych. W przypadku wystąpienia o zgodę na odstępstwo w trakcie prowadzonego postępowania o wydanie pozwolenia na budowę można odwołać się dopiero po wydaniu decyzji o odmowie udzielenia pozwolenia na budowę.</p>",,
,,Jak długo należy trzymać dokumentację budynku,zL,,,"<p>Zgodnie z ustawą – Prawo budowlane (Dz.U. z 1994 r. nr 89, poz. 414 ze zm.) właściciel (zarządca) budynku jest obowiązany przechowywać przez okres istnienia obiektu dokumentację budowy, tj. pozwolenie na budowę wrazz projektem budowlanym, decyzje zatwierdzające zmiany w projekcie, decyzje o pozwoleniu na użytkowanie,dziennik budowy, protokoły odbiorów częściowych i końcowych, a w miarę potrzeby także rysunki i opisysłużące realizacji obiektu, operaty geodezyjne i książkę obmiarów.</p><p>Ustawa nakazuje także gromadzić dokumentację powykonawczą, czyli dokumentację budowy z naniesionymizmianami dokonanymi w toku wykonywania robót. Właściciel powinien także przechowywać przekazane muprzez inwestora instrukcje obsługi i eksploatacji instalacji i urządzeń związanych z budynkiem.</p><p>Ponadto ma on obowiązek gromadzić dokumenty tworzone w okresie wykorzystywania budynku. Jak wyżej wskazano, większość właścicieli jest objęta obowiązkiem prowadzenia książki obiektu budowlanego, w której ujawnia się zapisy o badaniach i kontrolach stanu technicznego oraz o remontach i przebudowach budynku w czasie jego użytkowania.</p>",,
,,Jak potwierdzają swoją obecność pracownicy nadzoru,zL,,,"<p>§ 10. Pracownicy organów nadzoru budowlanego potwierdzają każdorazowo, wpisem do dziennika budowy, swoją obecność na budowie.</p>",,
,,Jaki wpis przy zmianie kierownika,zL,,,"<p>Zmiana kierownika budowy powinna być odnotowana w dzienniku budowy, z podaniem stanu zaawansowania robót budowlanych i stopień zabezpieczenia przekazywanego terenu budowy. Wpis poświadcza nowy kierownik swoim podpisem, również podpis składa inwestor. Następnie konieczne jest protokolarne przejęcie od inwestora terenu budowy. Od tego momentu następuje faktyczna zmiana osoby sprawującej funkcję kierowania budową.</p>",,
,,Jakie kontrole może przeprowadzić nadzór budowlany,zL,,,"<p>Art. 81. 1. Do podstawowych obowiązków organów administracji architektoniczno-budowlanej i nadzoru budowlanego należy:</p><p>1) nadzór i kontrola nad przestrzeganiem przepisów prawa budowlanego, a w szczególności:</p><p>a) zgodności zagospodarowania terenu z miejscowymi planami zagospodarowania przestrzennego oraz wymaganiami ochrony środowiska,</p><p>b) warunków bezpieczeństwa ludzi i mienia w rozwiązaniach przyjętych w projektach budowlanych, przy wykonywaniu robót budowlanych oraz utrzymywaniu obiektów budowlanych,</p><p>c) zgodności rozwiązań architektoniczno-budowlanych z przepisami techniczno-budowlanymi oraz zasadami wiedzy technicznej,</p><p>d) właściwego wykonywania samodzielnych funkcji technicznych w budownictwie,</p><p>e) stosowania wyrobów budowlanych;</p><p>2. Obowiązkowa kontrola po zgłoszeniu zakończenia robót i wystąpieniu o pozwolenie na użytkowanie</p><p>3. Kontrola posiadania odpowiednich kwalifikacji do pełnienia samodzielnych funkcji technicznych.</p><p>Art. 84. 1. Do zadań organów nadzoru budowlanego należy:</p><p>1) kontrola przestrzegania i stosowania przepisów prawa budowlanego;</p><p>2) kontrola działania organów administracji architektoniczno-budowlanej;</p><p>3) badanie przyczyn powstawania katastrof budowlanych;</p><p>4) współdziałanie z organami kontroli państwowej.</p>",,
,,Jakie obowiązki ciążą na pracodawcy w przypadku wypadku w pracy.,zL,,,"<p>Pracodawca jest zobowiązany:</p><p>1)podjąć niezbędne działania eliminujące lub ograniczające zagrożenie; zapewnić udzielenie 1. pomocy, ustalić  przyczyny wypadku, zapobiegać podobnym wypadkom w przyszłości. 2)Niezwłocznie poinformować inspektora pracy i prokuratora o śmiertelnym, ciężkim lub zbiorowym wypadku w pracy.</p><p>3)Prowadzić rejestr wypadków w pracy</p><p>4)koszty ustalenia okoliczności i przyczyn ponosi pracodawca.</p>",,
,,Jaką ewidencje prowadzą organy nadzoru budowlanego ?,zL,,,"<p>I</p><p>osób posiadających uprawnienia budowlane,</p><p>ukaranych z tytułu odpowiedzialności zawodowej w budownictwie.</p><p>(Podstawa prawna: art. 88a ust. 1 pkt. 3 ustawy Prawo budowlane, prowadzi: Departament Skarg i Wniosków)

W związku z wejściem w życie przepisów ustawy z dnia 9 maja 2014 r. o ułatwieniu dostępu do wykonywania niektórych zawodów regulowanych (Dz. U. z 2014 r. poz. 768), od dnia 10 sierpnia 2014 r. Główny Inspektor Nadzoru Budowlanego zaprzestał prowadzenia centralnego rejestru rzeczoznawców budowlanych.
(Informacje na temat centralnych rejestrów można uzyskać pod nr telefonu 22 661-81-97, 22 661-94-18)</p><p>(Podstawa prawna: art. 14 ust. 1 pkt 1 ustawy o wyrobach budowlanych, prowadzi: Departament Wyrobów Budowlanych)</p><p>(Podstawa prawna: art. 82b ust. 2 ustawy, prowadzi: Departament Skarg i Wniosków)</p><p>(Podstawa prawna: coroczne rozporządzenia Rady Ministrów w sprawie programu badań statystycznych statystyki publicznej, prowadzi: Biuro Organizacyjne)</p><p>Archiwum zakładowe

(Podstawa prawna: art. 33 ust. 3 pkt 1 ustawy z dnia 14 lipca 1983 r. o narodowym zasobie archiwalnym i archiwach (Dz. U. z 2011 r. Nr 123, poz. 698 - tekst jednolity), prowadzi: Biuro Administracyjno-Finansowe)</p><p>II Rejestry i ewidencje działające na podstawie wewnętrznych aktów prawnych</p><p>Rejestr katastrof budowlanych
Prowadząca komórka organizacyjna: Departament Inspekcji i Kontroli Budowlanej</p><p>Ewidencja protokołów z obowiązkowych kontroli
Prowadząca komórka organizacyjna: Departament Inspekcji i Kontroli Budowlanej</p><p>Rejestr skarg i wniosków
Prowadząca komórka organizacyjna: Departament Skarg i Wniosków</p><p>Rejestry wewnętrznych aktów prawnych wydawanych przez Głównego Inspektora i Dyrektora Generalnego
Prowadząca komórka organizacyjna: Departament Prawny</p><p>Ewidencja imiennych upoważnień i pełnomocnictw wydawanych przez Głównego Inspektora 
Prowadząca komórka organizacyjna: Biuro Organizacyjne</p><p>Ewidencja składników majątkowych Urzędu
Prowadząca komórka organizacyjna: Biuro Administracyjno-Finansowe</p><p>Ewidencja kontroli zewnętrznych i wewnętrznych 
Prowadząca komórka organizacyjna: Stanowisko do spraw Kontroli Wewnętrznej</p>",,
,,Jakie sa urządzenia techniczne w tym pomieszczeniu i co ile ich przegląd techniczny,zL,,,"<p>Najprawdopodniej chodziło o klimatyzacje</p><p>Rozporządzenie w § 37 zobowiązuje pracodawcę, aby w przypadku stosowania systemu klimatyzacji mechanicznej zapewnił: 1) odpowiednią konserwację urządzeń i instalacji klimatyzacyjnych w celu niedopuszczenia do awarii; 2) stosowanie środków mających na celu ograniczenie natężenia i rozprzestrzeniania się hałasu i drgań powodowanych pracą urządzeń klimatyzacyjnych. Niezależnie od określonych w rozporządzeniu zagrożeń związanych z awarią, hałasem i drganiami – stosowanie klimatyzacji niesie ze sobą kolejne zagrożenia, które wynikają w związku z tym, że w dyszach klimatyzatorów może rozwijać się wiele gatunków bakterii i grzybów, które mogą wpływać niekorzystnie na zdrowie pracowników zatrudnionych m.in. w klimatyzowanych pomieszczeniach biurowych. Przeglądy czyszczenie i konserwacja klimatyzacji ma na celu minimalizację również takiego zagrożenia. Brak jest przepisów dotyczących obowiązującej częstotliwości przeglądów i czyszczenia klimatyzacji.
Częstotliwość kontroli oraz konserwacji i czyszczenia klimatyzacji zależy m.in. od rodzaju klimatyzatora, od rodzaju instalacji, od podatności klimatyzatora na zanieczyszczenia, od przepływu powietrza, a także od właściwie wykonanej konserwacji. Częstotliwość czyszczenia klimatyzatora dodatkowo zależy również od wyników kontroli czystości, od zaistniałych awarii i związanych z nimi uszkodzeń. W związku z tym, pracodawca powinien stosować się do zaleceń producenta klimatyzatora dotyczących częstotliwości kontroli i czyszczenia klimatyzacji, zamieszczanych w instrukcji eksploatacji.
Podczas konserwacji i czyszczenia klimatyzacji serwis wykonuje m.in. następujące czynności: dokonuje ogólnej kontroli działania urządzenia, dokonuje kontroli szczelności oraz kontroli ilości czynnika chłodniczego, przeprowadza czyszczenie filtrów, czyszczenie parownika i skraplacza, czyszczenie odpływu, dokonuje wymiany części zużytych i zanieczyszczonych w takim stopniu, że oczyszczenie ich nie jest możliwe, albo nie jest celowe. W przypadku braku informacji o częstotliwości czyszczenia klimatyzacji, można przyjąć, nie czyszczenia dokonuje się nie rzadziej niż raz w roku. Czyszczenie i konserwację klimatyzacji powinien wykonać wyspecjalizowany serwis producenta, lub inny wskazany przez producenta.</p>",,
,,"Jakie są obowiązki Kierownika Budowy, przy pracach branżowych",zL,,,"<p>Podobno w odpowiedzi chodziło, że KB powinien mieć  kierowników branżowych z uprawnieniami do danej branży, kierownika elektrycznego i kierownika sanitarnego, którzy mogą dokonać odbioru instalacji.</p>",,
,,"Jakie warunki musi spełniać obcokrajowiec (umowa EFTA), żeby dokonać oceny świadectwa  charakterystyki energetycznej",zL,,,"<p>Obywatel państwa członkowskiego UE, Konfederacji Szwajcarskiej lub państwa członkowskiego Europejskiego Porozumienia o Wolnym Handlu (EFTA) może dokonywać oceny lub sporządzać świadectwo charakterystykienerg. po uznaniu kwalifikacji nabytych w tych państwach, zgodnie z przepisami ustawy o zasadach uznawania kwalifikacji zawodowych nabytych w państwach członkowskich UE (Prawo Budowlane Art.5.13)</p>",,
,,Kiedy inwestor musi otrzymać pozwolenie na użytkowanie.,zL,,,"<p>Pozwolenie na użytkowanie jest wymagane gdy właściwy organ: -nałożył taki obowiązek w pozwoleniu na budowę</p><p>-stwierdził, że obiekt został wykonany z naruszeniem przepisów</p><p>-w czasie realizacji wydał pozwolenie na kontynuację robót, lub obowiązek rozbiórki i przywrócenie do stanu poprzedniego.</p>",,
,,Kiedy kierownik budowy robi odbiory montażu,zL,,,"<p>dziennik montażu – prowadzony w przypadku realizacji obiektów metodą montażu (przy skomplikowanych procesach montażu)</p><p>W dzienniku montażu rejestrowane są:</p><p>warunki atmosferyczne w każdym dniu montażu, a nawet porze dnia i godzinie,</p><p>atesty montowanych konstrukcji,</p><p>organizacja prac montażowych,</p><p>rodzaj sprzętu i transportu technologicznego użytego przy montażu,</p><p>nazwiska osób uprawnionych do montażu z określeniem ich kwalifikacji i uprawnień dla kierujących montażem,</p><p>stwierdzenia dotyczące odbioru zakończonych etapów montażu.</p><p>Przykład dla konstrukcji prefabrykowanej:</p><p>Kontrola jakości montażu - odbiory konstrukcyjne stwierdzenie poprawności wykonania osiąga się przez:</p><p>kontrolę i odbiór stanu surowego, którą przeprowadza się komisyjnie, a wynik opisuje w protokóle odbioru i dokonuje wynikającego z tego protokółu wpisu do dziennika budowy; pozytywny zapis w dzienniku budowy stanowi podstawę do rozpoczęcia robót montażowych,</p><p>kontrolę dokładności montażu prefabrykatów, które powinna poprzedzać ostateczne zamocowanieprefabrykatu i być przeprowadzona przez kierownika budowy lub kierownika montażu; Sprawdza się osiowośćustawienia lub ułożenia prefabrykatów, przesunięcia w poziomie i pionie, szerokość spoin, dokładność ichuszczelnienia. Stwierdzone odchyłki przekraczające wartość dopuszczalną powinny być wpisane do dziennika budowy i akceptowane lub zakwalifikowane przez inspektora nadzoru i nadzór autorski,</p><p>kontrolę dokładności wykonania oraz uszczelnienia węzłów i spoin, - którą powinien przeprowadzać na bieżącokierownik budowy albo kierownik montażu oraz inspektor nadzoru, a wyrywkowo projektant (o ramach nadzoru autorskiego); Kontrolę prowadzi się dwu etapowo; w etapie pierwszym sprawdza się dokładność połączeń konstrukcyjnych w węzłach, prawidłowość wykonania łączników i ich spawania oraz prawidłowość ułożenia ewentualnych warstw izolacyjnych; w etapie drugim sprawdza się dokładność wypełnienia złącz mieszanką betonową,</p><p>kontrolę dokładności montażu i odbiór zespołów prefabrykowanych (np. kondygnacji, nawy hali); Kontrola tu powinna być wykonana przez nadzór inwestorski na podstawie zgłoszenia przez kierownika budowy i obejmować sprawdzenie następujących elementów: zewnętrznych wymiarów budynku, ułożenie stropów w poziomie, prawidłowości ustawienia poszczególnych elementów i wartości odchyłek (wyrywkowo) szerokości spoin pionowych i poziomych, uszczelnienia spoin zewnętrznych, otworów zewnętrznych obróbek blacharskich itp. a także szczelności; Wyniki kontroli powinny być wpisane do dziennika budowy,</p><p>komisyjny odbiór stanu surowego budynku, który wykonuje się na podstawie pełnej dokumentacji budynku,atestów innych materiałów, a także zapisów w dzienniku budowy (dotyczących odbiorów poszczególnychkondygnacji lub innych fragmentów budynku), dziennika montażu i ewentualnych ekspertyz. Odbioru dokonujekomisja w składzie: inspektor nadzoru, przedstawiciel nadzoru autorskiego, kierownik budowy lub kierownikmontażu. Komisja winna zapoznać się z uprzednio wymienionymi dokumentami, przeprowadza kontrolę jakościwykonania stanu surowego i sporządza protokół końcowy z wyników kontroli.</p>",,
